fuel category,year,month,total fuel (mmbtu),generation (mwh),elec fuel (mmbtu),elec fuel fossil co2 (kg),adjusted co2 (kg),adjusted index (g/kwh),adjusted index (lb/mwh),datetime,quarter
Coal,2017,2,931676370.0,86827335.99,907323920.0,87605491032.0,84908360351.63065,977.8989460348022,2155.876016428325,2017-02-01,1
Coal,2017,3,960135330.0,89381883.29000002,933830410.0,90051951563.25,86203783132.33109,964.4435758043096,2126.212307218181,2017-03-01,1
Coal,2017,4,875243550.0,81485528.50999999,850947440.0,82026653574.0,78562644057.21504,964.1300178543206,2125.5210373616355,2017-04-01,2
Coal,2017,5,995458990.0,92832682.85,971225980.0,93538413507.0,89829066299.96153,967.6448373802604,2133.269808488522,2017-05-01,2
Coal,2017,6,1150443090.0,107688724.16999999,1126752640.0,108512819931.0,104163383340.13667,967.2636029720426,2132.429339112165,2017-06-01,2
Coal,2017,7,1361513110.0,127905700.31,1337595530.0,128905216757.25,122197405963.99545,955.3710715615522,2106.211064364598,2017-07-01,3
Coal,2017,8,1276751460.0,119723884.32999998,1251818800.0,120822144499.5,114714291085.10779,958.1571106473288,2112.3531661331012,2017-08-01,3
Coal,2017,9,1054539830.0,98353858.27000001,1031372030.0,100528143971.25,94747100803.94301,963.3287648344636,2123.7545949540586,2017-09-01,3
Coal,2017,10,970279370.0,90034945.52000001,944697870.0,91099022811.75,86729222042.85657,963.2839953636766,2123.6558961787614,2017-10-01,4
Coal,2017,11,977948740.0,91099873.00999999,951924920.0,91820398020.0,87878651237.1288,964.6407654979103,2126.647031616693,2017-11-01,4
Coal,2017,12,1135108690.0,106523897.41000001,1109060640.0,106855812545.25,102244493589.05399,959.8268189111124,2116.0342049714386,2017-12-01,4
Coal,2018,1,1268817860.0,118637939.19,1240492300.0,119532248711.25,116106859544.20766,978.6655123725743,2157.5659885765776,2018-01-01,1
Coal,2018,2,885630510.0,82048579.17,860902590.0,83168692120.5,81808662509.9619,997.0759193825769,2198.153571870829,2018-02-01,1
Coal,2018,3,867873270.0,80688082.32000002,843342190.0,81418791219.75,79894938418.64351,990.1702472217521,2182.9293270250746,2018-03-01,1
Coal,2018,4,785935350.0,73445435.78000002,764201690.0,73762085298.75,71271180704.96455,970.39632140589,2139.3357301714254,2018-04-01,2
Coal,2018,5,921547770.0,85351633.12000002,899331610.0,86739166088.25,83816732382.57439,982.0167385049605,2164.954101708036,2018-05-01,2
Coal,2018,6,1090447110.0,101531190.50000001,1069243520.0,102995167263.0,100302242992.0975,987.8958623271288,2177.9152180863884,2018-06-01,2
Hydro,2001,1,0.0,18852049.0,0.0,0.0,0.0,0.0,0.0,2001-01-01,1
Hydro,2001,2,0.0,17472892.0,0.0,0.0,0.0,0.0,0.0,2001-02-01,1
Hydro,2001,3,0.0,20477190.0,0.0,0.0,0.0,0.0,0.0,2001-03-01,1
Hydro,2001,4,0.0,18012994.0,0.0,0.0,0.0,0.0,0.0,2001-04-01,2
Hydro,2001,5,0.0,19175635.0,0.0,0.0,0.0,0.0,0.0,2001-05-01,2
Hydro,2001,6,0.0,20727629.0,0.0,0.0,0.0,0.0,0.0,2001-06-01,2
Hydro,2001,7,0.0,18079119.0,0.0,0.0,0.0,0.0,0.0,2001-07-01,3
Hydro,2001,8,0.0,18913767.0,0.0,0.0,0.0,0.0,0.0,2001-08-01,3
Hydro,2001,9,0.0,15256029.0,0.0,0.0,0.0,0.0,0.0,2001-09-01,3
Hydro,2001,10,0.0,15234502.0,0.0,0.0,0.0,0.0,0.0,2001-10-01,4
Hydro,2001,11,0.0,15412931.0,0.0,0.0,0.0,0.0,0.0,2001-11-01,4
Hydro,2001,12,0.0,19346315.0,0.0,0.0,0.0,0.0,0.0,2001-12-01,4
Hydro,2002,1,0.0,21794931.0,0.0,0.0,0.0,0.0,0.0,2002-01-01,1
Hydro,2002,2,0.0,20191681.0,0.0,0.0,0.0,0.0,0.0,2002-02-01,1
Hydro,2002,3,0.0,21008816.0,0.0,0.0,0.0,0.0,0.0,2002-03-01,1
Hydro,2002,4,0.0,24246605.0,0.0,0.0,0.0,0.0,0.0,2002-04-01,2
Hydro,2002,5,0.0,26662692.0,0.0,0.0,0.0,0.0,0.0,2002-05-01,2
Hydro,2002,6,0.0,28212842.0,0.0,0.0,0.0,0.0,0.0,2002-06-01,2
Hydro,2002,7,0.0,25470648.0,0.0,0.0,0.0,0.0,0.0,2002-07-01,3
Hydro,2002,8,0.0,21083927.0,0.0,0.0,0.0,0.0,0.0,2002-08-01,3
Hydro,2002,9,0.0,17086781.0,0.0,0.0,0.0,0.0,0.0,2002-09-01,3
Hydro,2002,10,0.0,17171333.0,0.0,0.0,0.0,0.0,0.0,2002-10-01,4
Hydro,2002,11,0.0,19730028.0,0.0,0.0,0.0,0.0,0.0,2002-11-01,4
Hydro,2002,12,0.0,21668540.0,0.0,0.0,0.0,0.0,0.0,2002-12-01,4
Hydro,2003,1,0.0,20600078.0,0.0,0.0,0.0,0.0,0.0,2003-01-01,1
Hydro,2003,2,0.0,19779860.0,0.0,0.0,0.0,0.0,0.0,2003-02-01,1
Hydro,2003,3,0.0,24202270.0,0.0,0.0,0.0,0.0,0.0,2003-03-01,1
Hydro,2003,4,0.0,24758961.0,0.0,0.0,0.0,0.0,0.0,2003-04-01,2
Hydro,2003,5,0.0,29395256.0,0.0,0.0,0.0,0.0,0.0,2003-05-01,2
Hydro,2003,6,0.0,28586300.0,0.0,0.0,0.0,0.0,0.0,2003-06-01,2
Hydro,2003,7,0.0,24843093.0,0.0,0.0,0.0,0.0,0.0,2003-07-01,3
Hydro,2003,8,0.0,22972029.0,0.0,0.0,0.0,0.0,0.0,2003-08-01,3
Hydro,2003,9,0.0,18480454.0,0.0,0.0,0.0,0.0,0.0,2003-09-01,3
Hydro,2003,10,0.0,18428426.0,0.0,0.0,0.0,0.0,0.0,2003-10-01,4
Hydro,2003,11,0.0,19715264.0,0.0,0.0,0.0,0.0,0.0,2003-11-01,4
Hydro,2003,12,0.0,24044333.0,0.0,0.0,0.0,0.0,0.0,2003-12-01,4
Hydro,2004,1,0.0,22983305.92,0.0,0.0,0.0,0.0,0.0,2004-01-01,1
Hydro,2004,2,0.0,20913616.720000006,0.0,0.0,0.0,0.0,0.0,2004-02-01,1
Hydro,2004,3,0.0,22914281.220000003,0.0,0.0,0.0,0.0,0.0,2004-03-01,1
Hydro,2004,4,0.0,20887974.82,0.0,0.0,0.0,0.0,0.0,2004-04-01,2
Hydro,2004,5,0.0,24019718.090000004,0.0,0.0,0.0,0.0,0.0,2004-05-01,2
Hydro,2004,6,0.0,25252345.03,0.0,0.0,0.0,0.0,0.0,2004-06-01,2
Hydro,2004,7,0.0,23318279.509999998,0.0,0.0,0.0,0.0,0.0,2004-07-01,3
Hydro,2004,8,0.0,21591967.450000003,0.0,0.0,0.0,0.0,0.0,2004-08-01,3
Hydro,2004,9,0.0,20525261.35,0.0,0.0,0.0,0.0,0.0,2004-09-01,3
Hydro,2004,10,0.0,18862795.4,0.0,0.0,0.0,0.0,0.0,2004-10-01,4
Hydro,2004,11,0.0,20937044.410000004,0.0,0.0,0.0,0.0,0.0,2004-11-01,4
Hydro,2004,12,0.0,26210718.47,0.0,0.0,0.0,0.0,0.0,2004-12-01,4
Hydro,2005,1,0.0,24272164.87999999,0.0,0.0,0.0,0.0,0.0,2005-01-01,1
Hydro,2005,2,0.0,21606773.959999997,0.0,0.0,0.0,0.0,0.0,2005-02-01,1
Hydro,2005,3,0.0,22936067.54,0.0,0.0,0.0,0.0,0.0,2005-03-01,1
Hydro,2005,4,0.0,23058358.660000008,0.0,0.0,0.0,0.0,0.0,2005-04-01,2
Hydro,2005,5,0.0,27278510.979999997,0.0,0.0,0.0,0.0,0.0,2005-05-01,2
Hydro,2005,6,0.0,26782989.94000001,0.0,0.0,0.0,0.0,0.0,2005-06-01,2
Hydro,2005,7,0.0,25956841.52,0.0,0.0,0.0,0.0,0.0,2005-07-01,3
Hydro,2005,8,0.0,21565678.81,0.0,0.0,0.0,0.0,0.0,2005-08-01,3
Hydro,2005,9,0.0,17363684.070000004,0.0,0.0,0.0,0.0,0.0,2005-09-01,3
Hydro,2005,10,0.0,18006360.269999992,0.0,0.0,0.0,0.0,0.0,2005-10-01,4
Hydro,2005,11,0.0,19352667.81,0.0,0.0,0.0,0.0,0.0,2005-11-01,4
Hydro,2005,12,0.0,22141156.770000003,0.0,0.0,0.0,0.0,0.0,2005-12-01,4
Hydro,2006,1,0.0,27436655.979999997,0.0,0.0,0.0,0.0,0.0,2006-01-01,1
Hydro,2006,2,0.0,24761683.200000003,0.0,0.0,0.0,0.0,0.0,2006-02-01,1
Hydro,2006,3,0.0,24624608.85,0.0,0.0,0.0,0.0,0.0,2006-03-01,1
Hydro,2006,4,0.0,28555682.969999995,0.0,0.0,0.0,0.0,0.0,2006-04-01,2
Hydro,2006,5,0.0,30818442.99,0.0,0.0,0.0,0.0,0.0,2006-05-01,2
Hydro,2006,6,0.0,29757284.12,0.0,0.0,0.0,0.0,0.0,2006-06-01,2
Hydro,2006,7,0.0,25439392.419999998,0.0,0.0,0.0,0.0,0.0,2006-07-01,3
Hydro,2006,8,0.0,21728353.709999997,0.0,0.0,0.0,0.0,0.0,2006-08-01,3
Hydro,2006,9,0.0,17201460.859999996,0.0,0.0,0.0,0.0,0.0,2006-09-01,3
Hydro,2006,10,0.0,17055177.009999998,0.0,0.0,0.0,0.0,0.0,2006-10-01,4
Hydro,2006,11,0.0,20271722.59,0.0,0.0,0.0,0.0,0.0,2006-11-01,4
Hydro,2006,12,0.0,21595951.24,0.0,0.0,0.0,0.0,0.0,2006-12-01,4
Hydro,2007,1,0.0,26044710.569999997,0.0,0.0,0.0,0.0,0.0,2007-01-01,1
Hydro,2007,2,0.0,18566633.26,0.0,0.0,0.0,0.0,0.0,2007-02-01,1
Hydro,2007,3,0.0,24163455.99,0.0,0.0,0.0,0.0,0.0,2007-03-01,1
Hydro,2007,4,0.0,23890583.05,0.0,0.0,0.0,0.0,0.0,2007-04-01,2
Hydro,2007,5,0.0,26046976.489999995,0.0,0.0,0.0,0.0,0.0,2007-05-01,2
Hydro,2007,6,0.0,22816608.15,0.0,0.0,0.0,0.0,0.0,2007-06-01,2
Hydro,2007,7,0.0,22477760.57,0.0,0.0,0.0,0.0,0.0,2007-07-01,3
Hydro,2007,8,0.0,19940551.040000003,0.0,0.0,0.0,0.0,0.0,2007-08-01,3
Hydro,2007,9,0.0,14742534.22,0.0,0.0,0.0,0.0,0.0,2007-09-01,3
Hydro,2007,10,0.0,14796433.79,0.0,0.0,0.0,0.0,0.0,2007-10-01,4
Hydro,2007,11,0.0,15682053.020000001,0.0,0.0,0.0,0.0,0.0,2007-11-01,4
Hydro,2007,12,0.0,18341674.53,0.0,0.0,0.0,0.0,0.0,2007-12-01,4
Hydro,2008,1,0.0,20779130.790000003,0.0,0.0,0.0,0.0,0.0,2008-01-01,1
Hydro,2008,2,0.0,18788886.13,0.0,0.0,0.0,0.0,0.0,2008-02-01,1
Hydro,2008,3,0.0,21668938.48,0.0,0.0,0.0,0.0,0.0,2008-03-01,1
Hydro,2008,4,0.0,22233932.099999994,0.0,0.0,0.0,0.0,0.0,2008-04-01,2
Hydro,2008,5,0.0,27221147.470000003,0.0,0.0,0.0,0.0,0.0,2008-05-01,2
Hydro,2008,6,0.0,29177427.130000006,0.0,0.0,0.0,0.0,0.0,2008-06-01,2
Hydro,2008,7,0.0,25555086.4,0.0,0.0,0.0,0.0,0.0,2008-07-01,3
Hydro,2008,8,0.0,21229277.41,0.0,0.0,0.0,0.0,0.0,2008-08-01,3
Hydro,2008,9,0.0,16178192.35,0.0,0.0,0.0,0.0,0.0,2008-09-01,3
Hydro,2008,10,0.0,15469942.499999998,0.0,0.0,0.0,0.0,0.0,2008-10-01,4
Hydro,2008,11,0.0,15667934.020000003,0.0,0.0,0.0,0.0,0.0,2008-11-01,4
Hydro,2008,12,0.0,20861490.64,0.0,0.0,0.0,0.0,0.0,2008-12-01,4
Hydro,2009,1,0.0,23490295.71,0.0,0.0,0.0,0.0,0.0,2009-01-01,1
Hydro,2009,2,0.0,17812031.75,0.0,0.0,0.0,0.0,0.0,2009-02-01,1
Hydro,2009,3,0.0,21827453.56,0.0,0.0,0.0,0.0,0.0,2009-03-01,1
Hydro,2009,4,0.0,25769807.360000007,0.0,0.0,0.0,0.0,0.0,2009-04-01,2
Hydro,2009,5,0.0,29559655.190000005,0.0,0.0,0.0,0.0,0.0,2009-05-01,2
Hydro,2009,6,0.0,29233394.60999999,0.0,0.0,0.0,0.0,0.0,2009-06-01,2
Hydro,2009,7,0.0,23384748.2,0.0,0.0,0.0,0.0,0.0,2009-07-01,3
Hydro,2009,8,0.0,19580416.589999996,0.0,0.0,0.0,0.0,0.0,2009-08-01,3
Hydro,2009,9,0.0,17358713.93,0.0,0.0,0.0,0.0,0.0,2009-09-01,3
Hydro,2009,10,0.0,19691068.299999993,0.0,0.0,0.0,0.0,0.0,2009-10-01,4
Hydro,2009,11,0.0,21007700.939999994,0.0,0.0,0.0,0.0,0.0,2009-11-01,4
Hydro,2009,12,0.0,24729808.38,0.0,0.0,0.0,0.0,0.0,2009-12-01,4
Hydro,2010,1,0.0,22383072.46,0.0,0.0,0.0,0.0,0.0,2010-01-01,1
Hydro,2010,2,0.0,20589829.880000003,0.0,0.0,0.0,0.0,0.0,2010-02-01,1
Hydro,2010,3,0.0,20885662.810000002,0.0,0.0,0.0,0.0,0.0,2010-03-01,1
Hydro,2010,4,0.0,19096662.619999997,0.0,0.0,0.0,0.0,0.0,2010-04-01,2
Hydro,2010,5,0.0,25079216.970000003,0.0,0.0,0.0,0.0,0.0,2010-05-01,2
Hydro,2010,6,0.0,29853826.929999992,0.0,0.0,0.0,0.0,0.0,2010-06-01,2
Hydro,2010,7,0.0,24516761.35,0.0,0.0,0.0,0.0,0.0,2010-07-01,3
Hydro,2010,8,0.0,20119232.169999998,0.0,0.0,0.0,0.0,0.0,2010-08-01,3
Hydro,2010,9,0.0,17265206.510000005,0.0,0.0,0.0,0.0,0.0,2010-09-01,3
Hydro,2010,10,0.0,17682976.39,0.0,0.0,0.0,0.0,0.0,2010-10-01,4
Hydro,2010,11,0.0,19561550.029999997,0.0,0.0,0.0,0.0,0.0,2010-11-01,4
Hydro,2010,12,0.0,23169071.429999996,0.0,0.0,0.0,0.0,0.0,2010-12-01,4
Hydro,2011,1,0.0,25531094.480000004,0.0,0.0,0.0,0.0,0.0,2011-01-01,1
Hydro,2011,2,0.0,24131226.05,0.0,0.0,0.0,0.0,0.0,2011-02-01,1
Hydro,2011,3,0.0,31134470.76,0.0,0.0,0.0,0.0,0.0,2011-03-01,1
Hydro,2011,4,0.0,31194306.52,0.0,0.0,0.0,0.0,0.0,2011-04-01,2
Hydro,2011,5,0.0,32586926.119999997,0.0,0.0,0.0,0.0,0.0,2011-05-01,2
Hydro,2011,6,0.0,32151214.35,0.0,0.0,0.0,0.0,0.0,2011-06-01,2
Hydro,2011,7,0.0,31284634.62,0.0,0.0,0.0,0.0,0.0,2011-07-01,3
Hydro,2011,8,0.0,25763578.249999996,0.0,0.0,0.0,0.0,0.0,2011-08-01,3
Hydro,2011,9,0.0,21377591.749999996,0.0,0.0,0.0,0.0,0.0,2011-09-01,3
Hydro,2011,10,0.0,19787389.639999997,0.0,0.0,0.0,0.0,0.0,2011-10-01,4
Hydro,2011,11,0.0,20680527.479999997,0.0,0.0,0.0,0.0,0.0,2011-11-01,4
Hydro,2011,12,0.0,23731943.720000003,0.0,0.0,0.0,0.0,0.0,2011-12-01,4
Hydro,2012,1,0.0,23107143.959999997,0.0,0.0,0.0,0.0,0.0,2012-01-01,1
Hydro,2012,2,0.0,20283964.439999998,0.0,0.0,0.0,0.0,0.0,2012-02-01,1
Hydro,2012,3,0.0,25906634.27,0.0,0.0,0.0,0.0,0.0,2012-03-01,1
Hydro,2012,4,0.0,26295398.450000003,0.0,0.0,0.0,0.0,0.0,2012-04-01,2
Hydro,2012,5,0.0,28641312.239999995,0.0,0.0,0.0,0.0,0.0,2012-05-01,2
Hydro,2012,6,0.0,26657662.240000002,0.0,0.0,0.0,0.0,0.0,2012-06-01,2
Hydro,2012,7,0.0,26491045.79,0.0,0.0,0.0,0.0,0.0,2012-07-01,3
Hydro,2012,8,0.0,23033725.84,0.0,0.0,0.0,0.0,0.0,2012-08-01,3
Hydro,2012,9,0.0,17603964.19,0.0,0.0,0.0,0.0,0.0,2012-09-01,3
Hydro,2012,10,0.0,16501696.67,0.0,0.0,0.0,0.0,0.0,2012-10-01,4
Hydro,2012,11,0.0,18733319.200000003,0.0,0.0,0.0,0.0,0.0,2012-11-01,4
Hydro,2012,12,0.0,22984352.26000001,0.0,0.0,0.0,0.0,0.0,2012-12-01,4
Hydro,2013,1,0.0,24828527.62,0.0,0.0,0.0,0.0,0.0,2013-01-01,1
Hydro,2013,2,0.0,20418465.150000002,0.0,0.0,0.0,0.0,0.0,2013-02-01,1
Hydro,2013,3,0.0,20534358.019999996,0.0,0.0,0.0,0.0,0.0,2013-03-01,1
Hydro,2013,4,0.0,25097104.730000008,0.0,0.0,0.0,0.0,0.0,2013-04-01,2
Hydro,2013,5,0.0,28450094.119999994,0.0,0.0,0.0,0.0,0.0,2013-05-01,2
Hydro,2013,6,0.0,27384066.57,0.0,0.0,0.0,0.0,0.0,2013-06-01,2
Hydro,2013,7,0.0,27254571.539999995,0.0,0.0,0.0,0.0,0.0,2013-07-01,3
Hydro,2013,8,0.0,21633315.630000006,0.0,0.0,0.0,0.0,0.0,2013-08-01,3
Hydro,2013,9,0.0,16961152.32,0.0,0.0,0.0,0.0,0.0,2013-09-01,3
Hydro,2013,10,0.0,17198594.19,0.0,0.0,0.0,0.0,0.0,2013-10-01,4
Hydro,2013,11,0.0,17676833.87,0.0,0.0,0.0,0.0,0.0,2013-11-01,4
Hydro,2013,12,0.0,21128299.22,0.0,0.0,0.0,0.0,0.0,2013-12-01,4
Hydro,2014,1,0.0,21633794.680000003,0.0,0.0,0.0,0.0,0.0,2014-01-01,1
Hydro,2014,2,0.0,17396128.949999996,0.0,0.0,0.0,0.0,0.0,2014-02-01,1
Hydro,2014,3,0.0,24257129.26,0.0,0.0,0.0,0.0,0.0,2014-03-01,1
Hydro,2014,4,0.0,25439906.620000005,0.0,0.0,0.0,0.0,0.0,2014-04-01,2
Hydro,2014,5,0.0,26543885.11,0.0,0.0,0.0,0.0,0.0,2014-05-01,2
Hydro,2014,6,0.0,25743877.710000005,0.0,0.0,0.0,0.0,0.0,2014-06-01,2
Hydro,2014,7,0.0,24357402.4,0.0,0.0,0.0,0.0,0.0,2014-07-01,3
Hydro,2014,8,0.0,19807246.689999998,0.0,0.0,0.0,0.0,0.0,2014-08-01,3
Hydro,2014,9,0.0,16074326.75,0.0,0.0,0.0,0.0,0.0,2014-09-01,3
Hydro,2014,10,0.0,17159212.270000003,0.0,0.0,0.0,0.0,0.0,2014-10-01,4
Hydro,2014,11,0.0,18624923.039999995,0.0,0.0,0.0,0.0,0.0,2014-11-01,4
Hydro,2014,12,0.0,22328788.66,0.0,0.0,0.0,0.0,0.0,2014-12-01,4
Hydro,2015,1,0.0,24138383.909999996,0.0,0.0,0.0,0.0,0.0,2015-01-01,1
Hydro,2015,2,0.0,22286076.009999998,0.0,0.0,0.0,0.0,0.0,2015-02-01,1
Hydro,2015,3,0.0,24280904.75,0.0,0.0,0.0,0.0,0.0,2015-03-01,1
Hydro,2015,4,0.0,22470977.240000006,0.0,0.0,0.0,0.0,0.0,2015-04-01,2
Hydro,2015,5,0.0,20125415.63,0.0,0.0,0.0,0.0,0.0,2015-05-01,2
Hydro,2015,6,0.0,20414084.0,0.0,0.0,0.0,0.0,0.0,2015-06-01,2
Hydro,2015,7,0.0,21014221.459999997,0.0,0.0,0.0,0.0,0.0,2015-07-01,3
Hydro,2015,8,0.0,19122105.120000005,0.0,0.0,0.0,0.0,0.0,2015-08-01,3
Hydro,2015,9,0.0,16094122.419999996,0.0,0.0,0.0,0.0,0.0,2015-09-01,3
Hydro,2015,10,0.0,16630401.58,0.0,0.0,0.0,0.0,0.0,2015-10-01,4
Hydro,2015,11,0.0,19337830.87,0.0,0.0,0.0,0.0,0.0,2015-11-01,4
Hydro,2015,12,0.0,23165562.0,0.0,0.0,0.0,0.0,0.0,2015-12-01,4
Hydro,2016,1,0.0,25614542.35,0.0,0.0,0.0,0.0,0.0,2016-01-01,1
Hydro,2016,2,0.0,24139015.5,0.0,0.0,0.0,0.0,0.0,2016-02-01,1
Hydro,2016,3,0.0,27389877.179999992,0.0,0.0,0.0,0.0,0.0,2016-03-01,1
Hydro,2016,4,0.0,25878028.819999997,0.0,0.0,0.0,0.0,0.0,2016-04-01,2
Hydro,2016,5,0.0,25486381.450000003,0.0,0.0,0.0,0.0,0.0,2016-05-01,2
Hydro,2016,6,0.0,23236867.41,0.0,0.0,0.0,0.0,0.0,2016-06-01,2
Hydro,2016,7,0.0,21455320.909999996,0.0,0.0,0.0,0.0,0.0,2016-07-01,3
Hydro,2016,8,0.0,19569549.18,0.0,0.0,0.0,0.0,0.0,2016-08-01,3
Hydro,2016,9,0.0,16367684.09,0.0,0.0,0.0,0.0,0.0,2016-09-01,3
Hydro,2016,10,0.0,17338856.53,0.0,0.0,0.0,0.0,0.0,2016-10-01,4
Hydro,2016,11,0.0,18808265.299999997,0.0,0.0,0.0,0.0,0.0,2016-11-01,4
Hydro,2016,12,0.0,22527764.580000002,0.0,0.0,0.0,0.0,0.0,2016-12-01,4
Hydro,2017,1,0.0,27830360.259999998,0.0,0.0,0.0,0.0,0.0,2017-01-01,1
Hydro,2017,2,0.0,24517125.340000004,0.0,0.0,0.0,0.0,0.0,2017-02-01,1
Hydro,2017,3,0.0,30098990.479999997,0.0,0.0,0.0,0.0,0.0,2017-03-01,1
Hydro,2017,4,0.0,29254581.83,0.0,0.0,0.0,0.0,0.0,2017-04-01,2
Hydro,2017,5,0.0,32137364.680000007,0.0,0.0,0.0,0.0,0.0,2017-05-01,2
Hydro,2017,6,0.0,30388468.699999996,0.0,0.0,0.0,0.0,0.0,2017-06-01,2
Hydro,2017,7,0.0,25719333.80999999,0.0,0.0,0.0,0.0,0.0,2017-07-01,3
Hydro,2017,8,0.0,21172845.61,0.0,0.0,0.0,0.0,0.0,2017-08-01,3
Hydro,2017,9,0.0,18949244.650000002,0.0,0.0,0.0,0.0,0.0,2017-09-01,3
Hydro,2017,10,0.0,17195927.090000004,0.0,0.0,0.0,0.0,0.0,2017-10-01,4
Hydro,2017,11,0.0,19822730.71,0.0,0.0,0.0,0.0,0.0,2017-11-01,4
Hydro,2017,12,0.0,22486445.540000003,0.0,0.0,0.0,0.0,0.0,2017-12-01,4
Hydro,2018,1,0.0,25396526.080000002,0.0,0.0,0.0,0.0,0.0,2018-01-01,1
Hydro,2018,2,0.0,25564454.44,0.0,0.0,0.0,0.0,0.0,2018-02-01,1
Hydro,2018,3,0.0,25857738.070000004,0.0,0.0,0.0,0.0,0.0,2018-03-01,1
Hydro,2018,4,0.0,27567150.31,0.0,0.0,0.0,0.0,0.0,2018-04-01,2
Hydro,2018,5,0.0,30245550.28000001,0.0,0.0,0.0,0.0,0.0,2018-05-01,2
Hydro,2018,6,0.0,27389180.410000008,0.0,0.0,0.0,0.0,0.0,2018-06-01,2
Natural Gas,2001,1,470425000.0,42388663.0,390549000.0,21231083632.35,21544110571.56318,508.25171276487725,1120.4917259614485,2001-01-01,1
Natural Gas,2001,2,428569000.0,37966925.0,357259000.0,19454133551.76,19833524151.39576,522.3895311878895,1151.6599604568212,2001-02-01,1
Natural Gas,2001,3,490467000.0,44364414.0,413686000.0,22510275164.13,22780232061.221542,513.4798368174444,1132.017648247738,2001-03-01,1
Natural Gas,2001,4,505884000.0,45842745.0,435040000.0,23608232964.33,23989709912.005314,523.3043944468271,1153.6768679974753,2001-04-01,2
Natural Gas,2001,5,559683000.0,50934205.0,487954000.0,26465372425.35,26873346121.548176,527.6090226901191,1163.1668514226367,2001-05-01,2
Natural Gas,2001,6,622225000.0,57603152.0,548031000.0,29700513150.81,30161260793.48814,523.6043470935087,1154.3381436023494,2001-06-01,2
Natural Gas,2001,7,778274000.0,73030141.0,698312000.0,37863974377.23,38434177513.96042,526.2782871247697,1160.2331117952674,2001-07-01,3
Natural Gas,2001,8,837625000.0,78409804.0,754041000.0,40859018780.61,41276151176.34586,526.4156912870981,1160.5360330115366,2001-08-01,3
Natural Gas,2001,9,647913000.0,60181140.0,568853000.0,30856480547.4,31129826064.117844,517.2687998950809,1140.3707962486953,2001-09-01,3
Natural Gas,2001,10,604565000.0,56376440.0,524099000.0,28422872430.57,28534020533.598408,506.13377740060224,1115.8225256573678,2001-10-01,4
Natural Gas,2001,11,478809000.0,44490622.0,401405000.0,21803114495.28,22008479275.27636,494.67681695428666,1090.5645106574204,2001-11-01,4
Natural Gas,2001,12,503279000.0,47540863.0,422016000.0,22961897892.21,23097078083.029434,485.83632322849155,1071.0747581895325,2001-12-01,4
Natural Gas,2002,1,512748000.0,48412833.0,432741000.0,23371864756.68,23881027682.096344,493.2788726100029,1087.4826025560124,2002-01-01,1
Natural Gas,2002,2,457563000.0,44308432.0,387113000.0,20881303773.3,21366167580.73125,482.2144819011255,1063.0900467992215,2002-02-01,1
Natural Gas,2002,3,530544000.0,51214465.0,456611000.0,24656715195.63,25201678574.3677,492.08126208811706,1084.842350399463,2002-03-01,1
Natural Gas,2002,4,516310000.0,49146409.0,446297000.0,24071599234.29,24629674596.93154,501.14901776305857,1104.833124560439,2002-04-01,2
Natural Gas,2002,5,530912000.0,50275239.0,459124000.0,24736119697.17,25392844529.75398,505.07655527513214,1113.4917737595563,2002-05-01,2
Natural Gas,2002,6,674347000.0,65631020.0,601907000.0,32396748299.01,33100055599.8623,504.3355352371836,1111.858120983895,2002-06-01,2
Natural Gas,2002,7,871462000.0,83917264.0,793571000.0,42757596863.07,43557788294.57173,519.0563445272921,1144.3116171448683,2002-07-01,3
Natural Gas,2002,8,851804000.0,84476868.0,775280000.0,41761081571.82,42652955510.54317,504.9069232839357,1113.1178030717647,2002-08-01,3
Natural Gas,2002,9,690124000.0,68161133.0,617480000.0,33319930721.28,34207496171.56136,501.86220014214496,1106.4054064333727,2002-09-01,3
Natural Gas,2002,10,558470000.0,54200822.0,485827000.0,26256606667.68,26884523927.47308,496.01690408815347,1093.5188667527432,2002-10-01,4
Natural Gas,2002,11,465070000.0,45160877.0,393900000.0,21316820817.78,21734982171.19675,481.2790099536099,1061.0277053437285,2002-11-01,4
Natural Gas,2002,12,476234000.0,46100393.0,399723000.0,21609231210.78,22059728109.511097,478.5149686144996,1054.9340998075259,2002-12-01,4
Natural Gas,2003,1,505042000.0,50175748.0,433863000.0,24543531586.02,25062764200.0272,499.49956301652344,1101.1967366262277,2003-01-01,1
Natural Gas,2003,2,439495000.0,43546577.0,377247000.0,21084292702.26,21513781047.763054,494.0406922859414,1089.1621102135864,2003-02-01,1
Natural Gas,2003,3,470674000.0,46699025.0,407794000.0,22910788351.08,23340951676.12678,499.8166808863093,1101.8958546819576,2003-03-01,1
Natural Gas,2003,4,459052000.0,45195381.0,397028000.0,22075825304.28,22278585874.58221,492.93944163413977,1086.7342930266245,2003-04-01,2
Natural Gas,2003,5,507157000.0,49372968.0,446633000.0,24881936155.92,25404898732.41492,514.5507706244218,1134.3786289186005,2003-05-01,2
Natural Gas,2003,6,550097000.0,54452948.0,490856000.0,27277054299.99,27723847978.45212,509.1340137994388,1122.4368468222428,2003-06-01,2
Natural Gas,2003,7,754418000.0,76938276.0,688123000.0,37907768537.28,38693516817.85154,502.91634839662305,1108.7293816751953,2003-07-01,3
